name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Valdosta, GA_RaceBlack",cz8503_RaceBlack,21147.0,75.96,0.0571,37985,0.1467,0.6874,0.7625,0.258,0.1799
"Valdosta, GA_RaceWhite",cz8503_RaceWhite,42997.0,75.96,0.0113,37985,0.3232,0.8494,0.7665,0.258,0.1799
"Valdosta, GA_RaceHispanic",cz8503_RaceHispanic,32822.0,75.96,0.0086,37985,0.2674,0.6544,0.7732,0.258,0.1799
"Valdosta, GA_RaceNativeAmerican",cz8503_RaceNativeAmerican,34109.0,75.96,0.0179,37985,0,0,0.8242,0.258,0.1799
"Paris, TX_RaceAsian",cz33200_RaceAsian,39278.0,78.34,0.0257,44598,0.2522,0.8519,0.7449,0.192,0.1636
"Paris, TX_RaceBlack",cz33200_RaceBlack,23903.0,78.34,0.0821,44598,0.1606,0.7929,0.7701,0.192,0.1636
"Paris, TX_RaceWhite",cz33200_RaceWhite,44665.0,78.34,0.0171,44598,0.2739,0.8651,0.7579,0.192,0.1636
"Paris, TX_RaceHispanic",cz33200_RaceHispanic,35422.0,78.34,0.0184,44598,0.123,0.7872,0.7434,0.192,0.1636
"Paris, TX_RaceNativeAmerican",cz33200_RaceNativeAmerican,34392.0,78.34,0.0371,44598,0,0.7238,0.7328,0.192,0.1636
"Shawano, WI_RaceAsian",cz22602_RaceAsian,47063.0,87.2,0.0122,47047,0.2469,0.8969,0.8243,0.1412,0.1576
"Shawano, WI_RaceBlack",cz22602_RaceBlack,24921.0,87.2,0.1944,47047,0,0,0.677,0.1412,0.1576
"Shawano, WI_RaceWhite",cz22602_RaceWhite,49774.0,87.2,0.0091,47047,0.2558,0.9007,0.8358,0.1412,0.1576
"Shawano, WI_RaceHispanic",cz22602_RaceHispanic,38827.0,87.2,0.0012,47047,0,0.8049,0.8219,0.1412,0.1576
"Shawano, WI_RaceNativeAmerican",cz22602_RaceNativeAmerican,27968.0,87.2,0.0653,47047,0.2113,0.8287,0.7924,0.1412,0.1576
"New Orleans, LA_RaceAsian",cz3300_RaceAsian,38663.0,72.98,0.0206,52103,0.3754,0.8411,0.7583,0.1859,0.2696
"New Orleans, LA_RaceBlack",cz3300_RaceBlack,25361.0,72.98,0.0416,52103,0.1969,0.7752,0.7643,0.1859,0.2696
"New Orleans, LA_RaceWhite",cz3300_RaceWhite,51562.0,72.98,0.0091,52103,0.4691,0.8797,0.7742,0.1859,0.2696
"New Orleans, LA_RaceHispanic",cz3300_RaceHispanic,41409.0,72.98,0.0074,52103,0.3329,0.8307,0.7724,0.1859,0.2696
"New Orleans, LA_RaceNativeAmerican",cz3300_RaceNativeAmerican,32583.0,72.98,0.0062,52103,0.2218,0.785,0.7107,0.1859,0.2696
"Claremont, NH & VT_RaceAsian",cz20302_RaceAsian,47019.0,77.93,0.009,58492,0.4185,0.8657,0.7996,0.1112,0.3611
"Claremont, NH & VT_RaceBlack",cz20302_RaceBlack,44191.0,77.93,0.0184,58492,0,0.7691,0.818,0.1112,0.3611
"Claremont, NH & VT_RaceWhite",cz20302_RaceWhite,48397.0,77.93,0.009,58492,0.4217,0.8657,0.8083,0.1112,0.3611
"Claremont, NH & VT_RaceHispanic",cz20302_RaceHispanic,40312.0,77.93,0.0092,58492,0.256,0.869,0.7852,0.1112,0.3611
"Claremont, NH & VT_RaceNativeAmerican",cz20302_RaceNativeAmerican,36059.0,77.93,0.0088,58492,0,0,0.7981,0.1112,0.3611
"The Dalles, OR & WA_RaceAsian",cz38802_RaceAsian,43256.0,79.25,0.0079,50458,0.3371,0.8579,0.7597,0.1458,0.2412
"The Dalles, OR & WA_RaceBlack",cz38802_RaceBlack,38351.0,79.25,0.0543,50458,0,0,0.7568,0.1458,0.2412
"The Dalles, OR & WA_RaceWhite",cz38802_RaceWhite,46011.0,79.25,0.0079,50458,0.3561,0.8712,0.7715,0.1458,0.2412
"The Dalles, OR & WA_RaceHispanic",cz38802_RaceHispanic,40617.0,79.25,0.0093,50458,0.2164,0.7778,0.8141,0.1458,0.2412
"The Dalles, OR & WA_RaceNativeAmerican",cz38802_RaceNativeAmerican,26062.0,79.25,0.0066,50458,0.0521,0.7587,0.675,0.1458,0.2412
"Beaumont, TX_RaceAsian",cz32100_RaceAsian,42761.0,74.25,0.0227,47641,0.2879,0.8372,0.7578,0.1775,0.1589
"Beaumont, TX_RaceBlack",cz32100_RaceBlack,27348.0,74.25,0.0544,47641,0.1715,0.7908,0.7854,0.1775,0.1589
"Beaumont, TX_RaceWhite",cz32100_RaceWhite,52022.0,74.25,0.0128,47641,0.3309,0.87,0.7648,0.1775,0.1589
"Beaumont, TX_RaceHispanic",cz32100_RaceHispanic,44120.0,74.25,0.0137,47641,0.2058,0.7046,0.7545,0.1775,0.1589
"Beaumont, TX_RaceNativeAmerican",cz32100_RaceNativeAmerican,38181.0,74.25,0.0173,47641,0.1071,0.873,0.7378,0.1775,0.1589
"Charleston, SC_RaceAsian",cz8202_RaceAsian,37319.0,80.54,0.0208,55762,0.3247,0.8389,0.7745,0.1541,0.3181
"Charleston, SC_RaceBlack",cz8202_RaceBlack,26633.0,80.54,0.0459,55762,0.2174,0.7715,0.8007,0.1541,0.3181
"Charleston, SC_RaceWhite",cz8202_RaceWhite,46131.0,80.54,0.0076,55762,0.3815,0.8733,0.7702,0.1541,0.3181
"Charleston, SC_RaceHispanic",cz8202_RaceHispanic,38226.0,80.54,0.0078,55762,0.2743,0.825,0.7734,0.1541,0.3181
"Charleston, SC_RaceNativeAmerican",cz8202_RaceNativeAmerican,34208.0,80.54,0.0017,55762,0.0689,0.7856,0.7721,0.1541,0.3181
"Florence, AL & TN_RaceAsian",cz6200_RaceAsian,40117.0,80.01,0.0095,41649,0.3102,0.844,0.7471,0.1852,0.1698
"Florence, AL & TN_RaceBlack",cz6200_RaceBlack,26734.0,80.01,0.0319,41649,0.2101,0.7244,0.776,0.1852,0.1698
"Florence, AL & TN_RaceWhite",cz6200_RaceWhite,43058.0,80.01,0.0072,41649,0.3235,0.8575,0.7541,0.1852,0.1698
"Florence, AL & TN_RaceHispanic",cz6200_RaceHispanic,31508.0,80.01,0.0095,41649,0.0,0.7005,0.7515,0.1852,0.1698
"Florence, AL & TN_RaceNativeAmerican",cz6200_RaceNativeAmerican,33939.0,80.01,0.0,41649,0,0,0.7191,0.1852,0.1698
"Canton, OH_RaceAsian",cz15000_RaceAsian,45366.0,83.79,0.0087,50371,0.3367,0.8492,0.7862,0.1391,0.1888
"Canton, OH_RaceBlack",cz15000_RaceBlack,24829.0,83.79,0.0544,50371,0.2242,0.8104,0.7613,0.1391,0.1888
"Canton, OH_RaceWhite",cz15000_RaceWhite,47457.0,83.79,0.0068,50371,0.3404,0.8522,0.7928,0.1391,0.1888
"Canton, OH_RaceHispanic",cz15000_RaceHispanic,39071.0,83.79,0.0093,50371,0.3544,0.7464,0.7904,0.1391,0.1888
"Canton, OH_RaceNativeAmerican",cz15000_RaceNativeAmerican,27730.0,83.79,0.0,50371,0,0.7433,0.6539,0.1391,0.1888
"Rome, AL & GA_RaceAsian",cz6600_RaceAsian,35997.0,79.24,0.0227,43357,0.2494,0.7883,0.7405,0.1871,0.1516
"Rome, AL & GA_RaceBlack",cz6600_RaceBlack,23829.0,79.24,0.0714,43357,0.1826,0.7473,0.7795,0.1871,0.1516
"Rome, AL & GA_RaceWhite",cz6600_RaceWhite,39222.0,79.24,0.0194,43357,0.2611,0.8065,0.7546,0.1871,0.1516
"Rome, AL & GA_RaceHispanic",cz6600_RaceHispanic,32443.0,79.24,0.0129,43357,0.1097,0.5564,0.7759,0.1871,0.1516
"Rome, AL & GA_RaceNativeAmerican",cz6600_RaceNativeAmerican,29847.0,79.24,0.0149,43357,0,0,0.6833,0.1871,0.1516
"Dayton, OH_RaceAsian",cz12501_RaceAsian,42547.0,81.06,0.0127,51724,0.3331,0.8644,0.791,0.1624,0.2386
"Dayton, OH_RaceBlack",cz12501_RaceBlack,24747.0,81.06,0.0511,51724,0.1965,0.792,0.775,0.1624,0.2386
"Dayton, OH_RaceWhite",cz12501_RaceWhite,46317.0,81.06,0.0086,51724,0.3436,0.8727,0.8016,0.1624,0.2386
"Dayton, OH_RaceHispanic",cz12501_RaceHispanic,39031.0,81.06,0.0064,51724,0.3262,0.8156,0.7996,0.1624,0.2386
"Dayton, OH_RaceNativeAmerican",cz12501_RaceNativeAmerican,26447.0,81.06,0.0265,51724,0.0692,0.5661,0.6468,0.1624,0.2386
"Chattanooga, GA & TN_RaceAsian",cz6401_RaceAsian,38289.0,79.84,0.0172,49595,0.3318,0.8258,0.755,0.1591,0.2406
"Chattanooga, GA & TN_RaceBlack",cz6401_RaceBlack,24113.0,79.84,0.0496,49595,0.1982,0.71,0.7987,0.1591,0.2406
"Chattanooga, GA & TN_RaceWhite",cz6401_RaceWhite,42611.0,79.84,0.0115,49595,0.3458,0.8464,0.7565,0.1591,0.2406
"Chattanooga, GA & TN_RaceHispanic",cz6401_RaceHispanic,34378.0,79.84,0.013,49595,0.3534,0.765,0.7764,0.1591,0.2406
"Chattanooga, GA & TN_RaceNativeAmerican",cz6401_RaceNativeAmerican,28753.0,79.84,0.0196,49595,0.2583,0.7312,0.6867,0.1591,0.2406
"Mobile, AL_RaceAsian",cz11001_RaceAsian,36981.0,76.93,0.018,45958,0.3157,0.8184,0.7456,0.1865,0.2299
"Mobile, AL_RaceBlack",cz11001_RaceBlack,23630.0,76.93,0.0382,45958,0.1877,0.7323,0.7586,0.1865,0.2299
"Mobile, AL_RaceWhite",cz11001_RaceWhite,46654.0,76.93,0.0086,45958,0.372,0.8597,0.7551,0.1865,0.2299
"Mobile, AL_RaceHispanic",cz11001_RaceHispanic,39180.0,76.93,0.0115,45958,0.2871,0.7823,0.7513,0.1865,0.2299
"Mobile, AL_RaceNativeAmerican",cz11001_RaceNativeAmerican,33869.0,76.93,0.0,45958,0.2544,0.8806,0.6923,0.1865,0.2299
"Bartlesville, KS & OK_RaceAsian",cz29403_RaceAsian,44539.0,79.52,0.0133,45102,0.3222,0.86,0.7862,0.172,0.2003
"Bartlesville, KS & OK_RaceBlack",cz29403_RaceBlack,23244.0,79.52,0.0842,45102,0.1336,0.7715,0.7652,0.172,0.2003
"Bartlesville, KS & OK_RaceWhite",cz29403_RaceWhite,47308.0,79.52,0.0115,45102,0.3437,0.8712,0.7937,0.172,0.2003
"Bartlesville, KS & OK_RaceHispanic",cz29403_RaceHispanic,39670.0,79.52,0.0041,45102,0.2041,0.7908,0.7827,0.172,0.2003
"Bartlesville, KS & OK_RaceNativeAmerican",cz29403_RaceNativeAmerican,38662.0,79.52,0.0092,45102,0.2103,0.8119,0.7796,0.172,0.2003
"Memphis, MS & TN_RaceAsian",cz5202_RaceAsian,34030.0,75.57,0.0252,53631,0.3195,0.8167,0.7575,0.196,0.2615
"Memphis, MS & TN_RaceBlack",cz5202_RaceBlack,22679.0,75.57,0.0455,53631,0.1786,0.7411,0.7704,0.196,0.2615
"Memphis, MS & TN_RaceWhite",cz5202_RaceWhite,49345.0,75.57,0.0081,53631,0.416,0.8756,0.7685,0.196,0.2615
"Memphis, MS & TN_RaceHispanic",cz5202_RaceHispanic,35747.0,75.57,0.0117,53631,0.2948,0.7969,0.7487,0.196,0.2615
"Memphis, MS & TN_RaceNativeAmerican",cz5202_RaceNativeAmerican,29946.0,75.57,0.0058,53631,0.1635,0.856,0.7566,0.196,0.2615
"Woodward, OK_RaceAsian",cz30501_RaceAsian,48990.0,74.01,0.0151,56848,0.3498,0.8553,0.7652,0.1326,0.2123
"Woodward, OK_RaceBlack",cz30501_RaceBlack,0,74.01,0,56848,0,0,0,0.1326,0.2123
"Woodward, OK_RaceWhite",cz30501_RaceWhite,50491.0,74.01,0.0148,56848,0.3594,0.8638,0.7697,0.1326,0.2123
"Woodward, OK_RaceHispanic",cz30501_RaceHispanic,44915.0,74.01,0.0249,56848,0,0.6696,0.8139,0.1326,0.2123
"Woodward, OK_RaceNativeAmerican",cz30501_RaceNativeAmerican,40419.0,74.01,0.0038,56848,0,0,0.7606,0.1326,0.2123
"Longview, OR & WA_RaceAsian",cz38700_RaceAsian,43035.0,81.12,0.0137,47318,0.2751,0.8568,0.7531,0.1669,0.1686
"Longview, OR & WA_RaceBlack",cz38700_RaceBlack,36145.0,81.12,0.1174,47318,0,0.8155,0.7267,0.1669,0.1686
"Longview, OR & WA_RaceWhite",cz38700_RaceWhite,44942.0,81.12,0.013,47318,0.2747,0.8616,0.7654,0.1669,0.1686
"Longview, OR & WA_RaceHispanic",cz38700_RaceHispanic,34673.0,81.12,0.0135,47318,0.2066,0.8063,0.7447,0.1669,0.1686
"Longview, OR & WA_RaceNativeAmerican",cz38700_RaceNativeAmerican,30687.0,81.12,0.0443,47318,0.0794,0.6871,0.6887,0.1669,0.1686
"Port Angeles, WA_RaceAsian",cz39303_RaceAsian,42829.0,85.8,0.0052,47716,0.3095,0.8797,0.7486,0.147,0.2826
"Port Angeles, WA_RaceBlack",cz39303_RaceBlack,37589.0,85.8,0.0,47716,0,0,0.6441,0.147,0.2826
"Port Angeles, WA_RaceWhite",cz39303_RaceWhite,45045.0,85.8,0.0054,47716,0.3151,0.8872,0.7623,0.147,0.2826
"Port Angeles, WA_RaceHispanic",cz39303_RaceHispanic,35572.0,85.8,0.0005,47716,0.3831,0.833,0.7783,0.147,0.2826
"Port Angeles, WA_RaceNativeAmerican",cz39303_RaceNativeAmerican,26079.0,85.8,0.0138,47716,0.0516,0.6831,0.7005,0.147,0.2826
"Cheyenne, NE & WY_RaceAsian",cz27702_RaceAsian,48483.0,80.63,0.0139,60781,0.3407,0.892,0.819,0.1045,0.2677
"Cheyenne, NE & WY_RaceBlack",cz27702_RaceBlack,31603.0,80.63,0.0305,60781,0.1956,0.9364,0.8115,0.1045,0.2677
"Cheyenne, NE & WY_RaceWhite",cz27702_RaceWhite,51334.0,80.63,0.0114,60781,0.3527,0.8989,0.8252,0.1045,0.2677
"Cheyenne, NE & WY_RaceHispanic",cz27702_RaceHispanic,41328.0,80.63,0.0282,60781,0.2717,0.8422,0.831,0.1045,0.2677
"Cheyenne, NE & WY_RaceNativeAmerican",cz27702_RaceNativeAmerican,33986.0,80.63,0.0209,60781,0,0,0.7658,0.1045,0.2677
"Miami, FL_RaceAsian",cz7000_RaceAsian,37903.0,78.49,0.0151,54146,0.3679,0.8445,0.7527,0.176,0.2872
"Miami, FL_RaceBlack",cz7000_RaceBlack,26679.0,78.49,0.0372,54146,0.2498,0.7857,0.7614,0.176,0.2872
"Miami, FL_RaceWhite",cz7000_RaceWhite,49402.0,78.49,0.0087,54146,0.4726,0.8959,0.7735,0.176,0.2872
"Miami, FL_RaceHispanic",cz7000_RaceHispanic,41880.0,78.49,0.0066,54146,0.3399,0.8382,0.7756,0.176,0.2872
"Miami, FL_RaceNativeAmerican",cz7000_RaceNativeAmerican,33529.0,78.49,0.0121,54146,0.2017,0.7331,0.6515,0.176,0.2872
"Wayne, IN_RaceAsian",cz13800_RaceAsian,46167.0,84.42,0.0158,50815,0.3039,0.8355,0.796,0.1191,0.1924
"Wayne, IN_RaceBlack",cz13800_RaceBlack,31989.0,84.42,0.0833,50815,0,0.7765,0.6795,0.1191,0.1924
"Wayne, IN_RaceWhite",cz13800_RaceWhite,47772.0,84.42,0.0155,50815,0.3071,0.8388,0.8058,0.1191,0.1924
"Wayne, IN_RaceHispanic",cz13800_RaceHispanic,37928.0,84.42,0.0136,50815,0.1643,0.7328,0.8304,0.1191,0.1924
"Wayne, IN_RaceNativeAmerican",cz13800_RaceNativeAmerican,23866.0,84.42,0.0031,50815,0,0,0.5735,0.1191,0.1924
"Wilmington, NC_RaceAsian",cz1500_RaceAsian,36470.0,82.47,0.0195,48385,0.3546,0.8536,0.7396,0.1896,0.2776
"Wilmington, NC_RaceBlack",cz1500_RaceBlack,23290.0,82.47,0.0576,48385,0.2083,0.7767,0.7534,0.1896,0.2776
"Wilmington, NC_RaceWhite",cz1500_RaceWhite,42899.0,82.47,0.009,48385,0.3868,0.8792,0.7495,0.1896,0.2776
"Wilmington, NC_RaceHispanic",cz1500_RaceHispanic,34115.0,82.47,0.0104,48385,0.4064,0.7204,0.7471,0.1896,0.2776
"Wilmington, NC_RaceNativeAmerican",cz1500_RaceNativeAmerican,31609.0,82.47,0.0094,48385,0.2867,0.8146,0.6869,0.1896,0.2776
"Willmar, MN_RaceAsian",cz27101_RaceAsian,57113.0,86.2,0.0062,53511,0.3571,0.8914,0.8491,0.1106,0.1984
"Willmar, MN_RaceBlack",cz27101_RaceBlack,29344.0,86.2,0.0363,53511,0,0,0.6406,0.1106,0.1984
"Willmar, MN_RaceWhite",cz27101_RaceWhite,59479.0,86.2,0.0043,53511,0.3634,0.8978,0.8603,0.1106,0.1984
"Willmar, MN_RaceHispanic",cz27101_RaceHispanic,32263.0,86.2,0.0419,53511,0.1627,0.6745,0.8023,0.1106,0.1984
"Willmar, MN_RaceNativeAmerican",cz27101_RaceNativeAmerican,27946.0,86.2,0.1335,53511,0,0,0.5221,0.1106,0.1984
"Killeen, TX_RaceAsian",cz32900_RaceAsian,38912.0,74.2,0.0228,51802,0.2795,0.8767,0.7662,0.1527,0.2096
"Killeen, TX_RaceBlack",cz32900_RaceBlack,28095.0,74.2,0.0581,51802,0.1965,0.8478,0.7718,0.1527,0.2096
"Killeen, TX_RaceWhite",cz32900_RaceWhite,46176.0,74.2,0.0129,51802,0.3256,0.8969,0.775,0.1527,0.2096
"Killeen, TX_RaceHispanic",cz32900_RaceHispanic,36326.0,74.2,0.0234,51802,0.1927,0.8224,0.7882,0.1527,0.2096
"Killeen, TX_RaceNativeAmerican",cz32900_RaceNativeAmerican,32902.0,74.2,0.0339,51802,0,0.8279,0.7492,0.1527,0.2096
"Roanoke, VA & WV_RaceAsian",cz16600_RaceAsian,42677.0,83.23,0.0174,49308,0.4057,0.8915,0.7757,0.1662,0.3022
"Roanoke, VA & WV_RaceBlack",cz16600_RaceBlack,26342.0,83.23,0.0621,49308,0.2421,0.7854,0.7612,0.1662,0.3022
"Roanoke, VA & WV_RaceWhite",cz16600_RaceWhite,45748.0,83.23,0.0131,49308,0.4177,0.9022,0.7859,0.1662,0.3022
"Roanoke, VA & WV_RaceHispanic",cz16600_RaceHispanic,39318.0,83.23,0.0104,49308,0.3583,0.8405,0.7651,0.1662,0.3022
"Roanoke, VA & WV_RaceNativeAmerican",cz16600_RaceNativeAmerican,29449.0,83.23,0.0038,49308,0,0,0.7648,0.1662,0.3022
"Lake Charles, LA_RaceAsian",cz3700_RaceAsian,42694.0,74.75,0.0173,47302,0.2712,0.8429,0.7601,0.171,0.1833
"Lake Charles, LA_RaceBlack",cz3700_RaceBlack,28001.0,74.75,0.0447,47302,0.178,0.769,0.7994,0.171,0.1833
"Lake Charles, LA_RaceWhite",cz3700_RaceWhite,49730.0,74.75,0.0101,47302,0.2912,0.8584,0.7587,0.171,0.1833
"Lake Charles, LA_RaceHispanic",cz3700_RaceHispanic,39026.0,74.75,0.0057,47302,0.3106,0.8675,0.7822,0.171,0.1833
"Lake Charles, LA_RaceNativeAmerican",cz3700_RaceNativeAmerican,35607.0,74.75,0.0006,47302,0.1179,0.832,0.7158,0.171,0.1833
"Center, MO_RaceAsian",cz29902_RaceAsian,40843.0,79.97,0.0134,37108,0.2862,0.8379,0.7673,0.205,0.1549
"Center, MO_RaceBlack",cz29902_RaceBlack,27794.0,79.97,0,37108,0,0,0.602,0.205,0.1549
"Center, MO_RaceWhite",cz29902_RaceWhite,41981.0,79.97,0.0135,37108,0.2875,0.8389,0.7724,0.205,0.1549
"Center, MO_RaceHispanic",cz29902_RaceHispanic,32252.0,79.97,0.0255,37108,0,0,0.7762,0.205,0.1549
"Center, MO_RaceNativeAmerican",cz29902_RaceNativeAmerican,31020.0,79.97,0.0,37108,0,0,0.7128,0.205,0.1549
"Minneapolis, MN & WI_RaceAsian",cz21501_RaceAsian,55524.0,85.17,0.006,74627,0.4384,0.9024,0.8353,0.1004,0.4025
"Minneapolis, MN & WI_RaceBlack",cz21501_RaceBlack,28758.0,85.17,0.0475,74627,0.2093,0.7984,0.7961,0.1004,0.4025
"Minneapolis, MN & WI_RaceWhite",cz21501_RaceWhite,59826.0,85.17,0.0037,74627,0.453,0.9103,0.8459,0.1004,0.4025
"Minneapolis, MN & WI_RaceHispanic",cz21501_RaceHispanic,42402.0,85.17,0.0097,74627,0.2832,0.829,0.8234,0.1004,0.4025
"Minneapolis, MN & WI_RaceNativeAmerican",cz21501_RaceNativeAmerican,25337.0,85.17,0.0377,74627,0.121,0.7606,0.6691,0.1004,0.4025
"Oklahoma City, OK_RaceAsian",cz33803_RaceAsian,42558.0,76.94,0.0165,55134,0.3254,0.8481,0.7517,0.1608,0.2783
"Oklahoma City, OK_RaceBlack",cz33803_RaceBlack,26841.0,76.94,0.0585,55134,0.2036,0.8124,0.7715,0.1608,0.2783
"Oklahoma City, OK_RaceWhite",cz33803_RaceWhite,48199.0,76.94,0.0101,55134,0.3554,0.8643,0.7645,0.1608,0.2783
"Oklahoma City, OK_RaceHispanic",cz33803_RaceHispanic,36291.0,76.94,0.0223,55134,0.179,0.74,0.7411,0.1608,0.2783
"Oklahoma City, OK_RaceNativeAmerican",cz33803_RaceNativeAmerican,35081.0,76.94,0.0234,55134,0.1939,0.7986,0.7293,0.1608,0.2783
"Many, LA_RaceAsian",cz4004_RaceAsian,45616.0,73.81,0.0243,42048,0.2473,0.796,0.7518,0.1935,0.1378
"Many, LA_RaceBlack",cz4004_RaceBlack,24071.0,73.81,0.0584,42048,0.2432,0.6472,0.7852,0.1935,0.1378
"Many, LA_RaceWhite",cz4004_RaceWhite,52614.0,73.81,0.0169,42048,0.231,0.8258,0.756,0.1935,0.1378
"Many, LA_RaceHispanic",cz4004_RaceHispanic,37371.0,73.81,0.0946,42048,0,0,0.6852,0.1935,0.1378
"Many, LA_RaceNativeAmerican",cz4004_RaceNativeAmerican,51065.0,73.81,0.0207,42048,0.2745,0.8506,0.732,0.1935,0.1378
"La Crosse, MN & WI_RaceAsian",cz22900_RaceAsian,50837.0,85.91,0.0069,52392,0.3219,0.8995,0.8405,0.1501,0.2528
"La Crosse, MN & WI_RaceBlack",cz22900_RaceBlack,28149.0,85.91,0.0384,52392,0.0454,0.8986,0.8026,0.1501,0.2528
"La Crosse, MN & WI_RaceWhite",cz22900_RaceWhite,52416.0,85.91,0.0064,52392,0.3253,0.8996,0.8472,0.1501,0.2528
"La Crosse, MN & WI_RaceHispanic",cz22900_RaceHispanic,40616.0,85.91,0.0065,52392,0.3621,0.9047,0.8272,0.1501,0.2528
"La Crosse, MN & WI_RaceNativeAmerican",cz22900_RaceNativeAmerican,30695.0,85.91,0.0359,52392,0.0799,0.8513,0.7479,0.1501,0.2528
"San Angelo, TX_RaceAsian",cz32301_RaceAsian,41297.0,78.73,0.0215,49677,0.2895,0.8399,0.766,0.138,0.2219
"San Angelo, TX_RaceBlack",cz32301_RaceBlack,27225.0,78.73,0.0731,49677,0.1709,0.83,0.7839,0.138,0.2219
"San Angelo, TX_RaceWhite",cz32301_RaceWhite,50536.0,78.73,0.0152,49677,0.3863,0.9156,0.78,0.138,0.2219
"San Angelo, TX_RaceHispanic",cz32301_RaceHispanic,34415.0,78.73,0.027,49677,0.1147,0.7222,0.7754,0.138,0.2219
"San Angelo, TX_RaceNativeAmerican",cz32301_RaceNativeAmerican,40773.0,78.73,0.002,49677,0,0,0.778,0.138,0.2219
"Eureka, CA_RaceAsian",cz36700_RaceAsian,40355.0,74.64,0.0119,42128,0.3414,0.8865,0.705,0.2118,0.2782
"Eureka, CA_RaceBlack",cz36700_RaceBlack,31312.0,74.64,0.0314,42128,0,0,0.7026,0.2118,0.2782
"Eureka, CA_RaceWhite",cz36700_RaceWhite,42927.0,74.64,0.011,42128,0.3595,0.8928,0.7181,0.2118,0.2782
"Eureka, CA_RaceHispanic",cz36700_RaceHispanic,37579.0,74.64,0.0099,42128,0.2197,0.8882,0.7386,0.2118,0.2782
"Eureka, CA_RaceNativeAmerican",cz36700_RaceNativeAmerican,26241.0,74.64,0.0439,42128,0.1244,0.8149,0.6009,0.2118,0.2782
"Wausau, WI_RaceAsian",cz22700_RaceAsian,52857.0,88.44,0.0075,51823,0.336,0.903,0.844,0.1215,0.2158
"Wausau, WI_RaceBlack",cz22700_RaceBlack,39942.0,88.44,0.0367,51823,0.2838,0.9586,0.8234,0.1215,0.2158
"Wausau, WI_RaceWhite",cz22700_RaceWhite,54341.0,88.44,0.0072,51823,0.3391,0.9046,0.8502,0.1215,0.2158
"Wausau, WI_RaceHispanic",cz22700_RaceHispanic,36362.0,88.44,0.0144,51823,0.1621,0.8399,0.7839,0.1215,0.2158
"Wausau, WI_RaceNativeAmerican",cz22700_RaceNativeAmerican,27301.0,88.44,0.0562,51823,0.1693,0.8012,0.7453,0.1215,0.2158
"Providence, MA & RI_RaceAsian",cz20401_RaceAsian,49538.0,77.62,0.0031,62606,0.4488,0.9008,0.8113,0.1361,0.3047
"Providence, MA & RI_RaceBlack",cz20401_RaceBlack,31913.0,77.62,0.0196,62606,0.299,0.8333,0.7974,0.1361,0.3047
"Providence, MA & RI_RaceWhite",cz20401_RaceWhite,53225.0,77.62,0.0023,62606,0.4672,0.9114,0.8231,0.1361,0.3047
"Providence, MA & RI_RaceHispanic",cz20401_RaceHispanic,34252.0,77.62,0.007,62606,0.2194,0.7854,0.7802,0.1361,0.3047
"Providence, MA & RI_RaceNativeAmerican",cz20401_RaceNativeAmerican,27070.0,77.62,0.0081,62606,0.2135,0.7967,0.7152,0.1361,0.3047
"Bend, OR_RaceAsian",cz39203_RaceAsian,42837.0,81.71,0.0091,53183,0.3252,0.8708,0.7579,0.1495,0.2957
"Bend, OR_RaceBlack",cz39203_RaceBlack,34913.0,81.71,0.05,53183,0,0,0.6894,0.1495,0.2957
"Bend, OR_RaceWhite",cz39203_RaceWhite,44718.0,81.71,0.0088,53183,0.3279,0.8759,0.7726,0.1495,0.2957
"Bend, OR_RaceHispanic",cz39203_RaceHispanic,37342.0,81.71,0.0095,53183,0.2425,0.8133,0.7406,0.1495,0.2957
"Bend, OR_RaceNativeAmerican",cz39203_RaceNativeAmerican,28810.0,81.71,0.0274,53183,0.1612,0.8807,0.6557,0.1495,0.2957
"El Paso, NM & TX_RaceAsian",cz30601_RaceAsian,37047.0,74.91,0.0133,42818,0.3135,0.8361,0.751,0.2424,0.2197
"El Paso, NM & TX_RaceBlack",cz30601_RaceBlack,31224.0,74.91,0.0509,42818,0.3004,0.8591,0.7761,0.2424,0.2197
"El Paso, NM & TX_RaceWhite",cz30601_RaceWhite,47737.0,74.91,0.0119,42818,0.4543,0.9088,0.7802,0.2424,0.2197
"El Paso, NM & TX_RaceHispanic",cz30601_RaceHispanic,38025.0,74.91,0.0126,42818,0.2738,0.817,0.7872,0.2424,0.2197
"El Paso, NM & TX_RaceNativeAmerican",cz30601_RaceNativeAmerican,35253.0,74.91,0.0224,42818,0.1817,0.8844,0.749,0.2424,0.2197
"Alexandria, LA_RaceAsian",cz3600_RaceAsian,37646.0,74.9,0.021,40484,0.2722,0.8071,0.7673,0.2086,0.1634
"Alexandria, LA_RaceBlack",cz3600_RaceBlack,23769.0,74.9,0.0475,40484,0.1851,0.7021,0.7769,0.2086,0.1634
"Alexandria, LA_RaceWhite",cz3600_RaceWhite,47219.0,74.9,0.0091,40484,0.3153,0.8481,0.7754,0.2086,0.1634
