position,streams,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,year
0.05901434417121757,-0.0421541836743497,-0.15128575800811112,-0.5082926064446429,-0.0006083388206423249,-0.09085443496026319,0.7245345115334488,0.12976169938206644,-0.05580375271207465,-0.3569396863992836,-0.1031473570804242,-0.0006234644791301069,-0.008954679888076349,-0.14893131512537627,-0.005275863885125388
0.11669932457302656,0.01819751846715345,-0.1635549628576639,0.14427520541972574,-3.8963805649348734e-05,-0.13647368483336675,-0.03323305017876405,0.18948429344405038,0.021569558082763486,0.2880876485377071,-0.0036917365198543134,0.02294359398049811,-0.007808079057497672,-0.8936679334097171,-0.012150643304106196
-0.6871764538260228,0.4529699957498181,0.220874893610622,-0.07681574640493655,-0.0002129367528894125,-0.055392271101314575,0.2717044063675812,-0.08162952693433356,-0.04455172042439473,0.41998882153853767,-0.07202858217326621,-0.021535760812618113,0.0022007326761585085,-0.01823986353257334,-0.0006372500102358319
-0.4353063737328165,0.32631312172996835,-0.28767602170372375,0.031176977496231526,3.5885666152710264e-06,-0.13323985979035538,-0.36042355188086356,0.14584470122895535,0.05699176953401287,-0.6485872948413738,0.06137557810051726,0.07594568461124929,6.458854696218927e-05,-0.133868063126108,0.0010121211413818883
0.5185974262805002,0.798489559810784,0.010382836556929537,0.02554256700637856,-0.0001837548704869201,0.13410842790206873,0.07031008189527749,0.09487626424041085,0.22481332753532318,0.011237678208757818,0.029050594493933678,0.024396486397564726,0.009074183535321353,0.09268239975123826,0.0014063083301967547
0.06930274666054125,0.058848694715388075,0.6132430091322327,-0.4406117181641859,-0.0010187507853471277,0.28012263668536175,-0.34293325719464407,0.08268146672502312,-0.3042050103859997,-0.15732174797417778,-0.20302589677659189,-0.02716676015422603,-0.0066280882707421525,-0.24353060675774688,0.004433554450190892
-0.14836899645939916,-0.18367269869003833,0.1153612619733572,-0.07126980082098698,-9.278357307168956e-05,0.1813507727827315,-0.016275242873034494,0.7687559477991862,0.4978653468718981,0.1253607053681477,-0.034148802741424976,0.13457275835667745,-0.016433383993093298,0.1363553999284127,-0.0008024224202643822
0.13201770619886344,0.09190721533265933,-0.02748501874139552,-0.019012541683778972,-0.00047007542208055695,-0.6026122244300992,-0.10482968086516435,0.4669530688728063,-0.5392932660898083,0.15248344141220554,-0.048534022421159964,0.0048611729544211085,0.02688096309557053,0.25226280036083853,-0.0021507643632349633
0.05808963982658511,-0.01772427101830369,0.01447941333164468,-0.03821260886784366,0.00013130780246598146,-0.370081989733129,-0.12606452222141065,-0.1923329034437809,0.36880261196717046,-0.005213942098447723,-0.8171984135579138,-0.007764166307402254,-0.004397170723999004,0.029289741905042032,-0.0018373679276153746
-0.06014301715635816,0.03539785078170901,-0.277446178686015,0.38007661037164703,0.0011756718581088397,0.5303713996100654,0.13718456344520377,0.18431566033313837,-0.40920461460644314,-0.0321071059580861,-0.5160785790453393,0.04557295743014629,0.0324358257875873,0.040772362886919475,0.0006177146913347783
-0.020298545323744317,0.03479582442858632,-0.5868903225296886,-0.5849988829034319,-0.0014834842085810495,0.20351321109640771,-0.3150326269160042,-0.04237210665081157,-0.014756705818750854,0.34094994109881765,-0.02244780550549417,-0.21073401484514542,-0.014425962205107133,0.08715435196212296,-0.008435376983823347
0.023995714752498763,-0.0035775520922781273,-0.08269349690374407,-0.1571636289809514,-0.0007784313735039783,0.011121991095793387,-0.04933063683184022,-0.14715822261607805,-0.06819017698201962,0.10650659357431824,0.005007773230261895,0.9629162359037365,-0.006509752175696432,0.01926234631918849,-0.004438750310129116
-0.005195304557652056,-0.01435778508623042,0.0036205789260791857,-0.02903924359101652,-0.00025472191448286944,0.0022707590291194393,-0.00459226067432009,-0.005833388709790029,0.03266137866933949,0.001583614832036858,0.011212127714242058,0.003601364616517532,0.9986926064706991,-0.015041905860814624,-0.005385328907792473
-0.0009123061276815109,0.0012294951648186853,0.010155475632960176,0.0052932063734885786,-0.004054027516923035,0.0038501922181744417,-0.0019203055104613708,-0.002399968340077064,-0.0008323962996126102,-0.007022067020530919,0.001257676215491091,-0.002864939941232518,-0.005121636978335853,0.009152863634126446,-0.999827985086635
0.0001565010315264118,0.0003140639366814717,5.455842148424449e-06,-0.0021977595827191382,0.9999887877885603,-0.0002765309519291748,-0.0005480528781718662,8.08483023598316e-05,-0.0001560774704040803,0.0004100210393336108,0.0003866719257137272,0.0003609256000390402,0.00017034601870360858,-0.00010287808533390811,-0.004071334197895946
