position,streams,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,year,2,3,4,5,6,7,8,9
170.0,21153.0,0.669,0.8009999999999999,-5.445,0.136,0.268,0.0,0.0594,0.541,109.919,201072.0,4.0,72.0,2019.0,0,1,0,2,1,4,4,4
35.0,143981.0,0.825,0.652,-3.1830000000000003,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,233713.0,4.0,72.0,2017.0,0,1,2,4,0,3,6,3
107.0,34286.0,0.736,0.76,-8.64,0.184,0.139,0.0,0.6509999999999999,0.833,85.991,204000.0,4.0,0.0,2018.0,0,2,3,3,3,1,0,0
181.0,20073.0,0.373,0.539,-4.865,0.086,0.166,0.0,0.139,0.075,77.006,196202.0,4.0,72.0,2020.0,0,1,0,2,2,6,3,5
169.0,21963.0,0.708,0.8490000000000001,-2.6660000000000004,0.324,0.38,0.0,0.8490000000000001,0.649,148.102,363973.0,4.0,61.0,2013.0,0,1,0,2,1,4,4,4
193.0,40451.0,0.754,0.698,-5.806,0.0619,0.0367,0.0,0.125,0.888,120.052,234920.0,4.0,11.0,2020.0,0,2,3,3,3,1,0,0
152.0,26058.0,0.424,0.34700000000000003,-9.05,0.03,0.0748,0.743,0.537,0.22399999999999998,126.286,326387.0,4.0,36.0,1979.0,0,2,3,0,5,2,1,7
46.0,59890.0,0.9209999999999999,0.467,-8.443,0.11900000000000001,0.0149,0.00023799999999999998,0.33399999999999996,0.287,135.995,191252.0,4.0,68.0,2018.0,0,1,2,4,0,3,6,3
128.0,50147.0,0.345,0.9740000000000001,-3.221,0.0607,0.0012,3.0299999999999998e-05,0.36200000000000004,0.5710000000000001,175.02700000000004,298813.0,4.0,49.0,2005.0,0,2,3,3,1,4,5,8
198.0,23602.0,0.773,0.564,-7.2410000000000005,0.249,0.00561,1.99e-05,0.213,0.0588,155.976,211960.0,4.0,68.0,2016.0,0,1,0,2,2,6,3,5
187.0,20853.0,0.718,0.139,-20.429000000000002,0.11,0.887,2.44e-05,0.11900000000000001,0.731,112.825,113827.0,4.0,19.0,1965.0,1,0,1,1,4,0,7,1
111.0,281661.0,0.7140000000000001,0.6859999999999999,-6.3329999999999975,0.0445,0.203,7.76e-06,0.102,0.828,127.015,231653.0,4.0,73.0,2019.0,0,1,2,4,0,5,2,6
45.0,60073.0,0.5760000000000001,0.444,-11.392000000000001,0.0256,0.478,0.00020299999999999997,0.177,0.5720000000000001,140.018,260293.0,3.0,39.0,1996.0,1,0,2,4,0,3,6,3
102.0,32740.0,0.7340000000000001,0.7509999999999999,-7.26,0.285,0.0052899999999999996,0.0,0.183,0.56,161.997,159916.0,5.0,68.0,2018.0,0,1,2,4,0,3,6,3
185.0,21106.0,0.6809999999999999,0.659,-6.405,0.268,0.0008560000000000001,8.17e-06,0.11,0.225,156.004,173294.0,4.0,68.0,2017.0,0,1,0,2,2,6,3,5
197.0,19630.0,0.742,0.636,-6.744,0.0331,0.446,0.0,0.0817,0.48,95.00200000000001,208427.0,4.0,52.0,2009.0,0,1,0,2,2,6,4,4
150.0,26138.0,0.723,0.654,-6.82,0.298,0.384,0.0,0.384,0.675,149.94899999999996,252240.0,4.0,69.0,2018.0,0,1,0,2,1,4,4,4
68.0,41852.0,0.7170000000000001,0.79,-4.213,0.2,0.33,0.000125,0.518,0.371,125.985,168784.0,4.0,75.0,2017.0,0,1,2,4,0,3,6,3
110.0,62941.0,0.787,0.312,-12.401,0.0383,0.895,0.0224,0.115,0.425,119.899,128888.0,4.0,69.0,2018.0,1,0,1,1,4,0,7,1
27.0,171691.0,0.746,0.336,-9.777999999999999,0.0502,0.846,0.000745,0.0819,0.341,123.178,112000.0,4.0,0.0,2019.0,1,0,1,1,4,0,7,1
138.0,41236.0,0.703,0.763,-9.815,0.0991,0.0979,0.91,0.179,0.759,93.01100000000001,321107.0,4.0,0.0,2000.0,0,2,3,0,5,2,1,7
21.0,189512.0,0.75,0.831,-2.6010000000000004,0.397,0.0603,0.0,0.0576,0.731,76.439,319853.0,4.0,52.0,2009.0,0,1,2,4,0,3,6,3
192.0,17947.0,0.634,0.7709999999999999,-6.232,0.265,0.0925,0.0,0.0535,0.649,173.921,252000.0,4.0,0.0,2010.0,0,2,3,3,3,1,0,2
180.0,19389.0,0.5589999999999999,0.716,-3.964,0.39,0.737,0.0,0.252,0.504,176.618,275227.0,4.0,71.0,2013.0,1,0,1,1,4,0,7,1
194.0,20991.0,0.5760000000000001,0.872,-5.292999999999998,0.0471,0.00599,0.0,0.188,0.5589999999999999,115.042,230400.0,4.0,62.0,2018.0,0,1,0,2,1,4,5,8
198.0,20537.0,0.0635,0.109,-19.9,0.0322,0.867,0.9309999999999999,0.111,0.166,61.332,81267.0,4.0,11.0,1960.0,1,0,1,0,5,2,1,7
130.0,42742.0,0.635,0.691,-4.862,0.258,0.555,0.0,0.09699999999999999,0.638,82.14200000000002,217419.0,4.0,65.0,2013.0,0,1,2,4,1,3,4,4
80.0,73996.0,0.547,0.289,-11.385,0.0274,0.902,1.96e-06,0.285,0.446,74.95,158520.0,4.0,18.0,1964.0,1,0,1,1,4,0,7,1
187.0,21839.0,0.555,0.97,-2.036,0.0787,0.00221,0.0,0.122,0.677,112.564,212612.0,4.0,56.0,2015.0,0,1,0,2,1,4,4,8
194.0,19291.0,0.7659999999999999,0.28300000000000003,-10.33,0.0846,0.111,0.0172,0.115,0.14400000000000002,97.04,219692.0,4.0,75.0,2017.0,0,1,0,2,2,6,3,5
187.0,18285.0,0.632,0.631,-3.801,0.13,0.311,0.0,0.142,0.684,68.88,268027.0,4.0,45.0,2000.0,0,2,0,2,1,4,4,4
158.0,25863.0,0.5589999999999999,0.84,-3.264,0.23600000000000002,0.0706,0.0,0.0967,0.113,171.31099999999995,297907.0,4.0,47.0,2002.0,0,1,0,2,2,6,5,8
97.0,35826.0,0.473,0.966,-4.662,0.0679,0.0683,0.0,0.107,0.486,98.835,125880.0,4.0,48.0,2008.0,0,1,2,4,1,4,5,8
44.0,130671.0,0.9359999999999999,0.523,-6.71,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889,124056.0,4.0,69.0,2017.0,0,1,2,4,0,3,6,3
168.0,17585.0,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.8170000000000001,148.075,222093.0,4.0,73.0,2015.0,0,1,0,2,1,4,4,4
15.0,92127.0,0.36200000000000004,0.614,-13.297,0.0961,0.107,0.0012,0.12300000000000001,0.664,79.432,312400.0,4.0,50.0,1971.0,0,1,2,4,0,3,6,3
200.0,17954.0,0.517,0.929,-6.0310000000000015,0.11800000000000001,0.00449,0.000492,0.307,0.7659999999999999,152.1,195213.0,4.0,40.0,1983.0,0,2,3,3,1,4,5,8
175.0,38982.0,0.589,0.7609999999999999,-5.615,0.0316,0.303,0.0,0.218,0.22399999999999998,127.984,228250.0,4.0,1.0,2020.0,0,2,3,3,3,1,0,2
159.0,21122.0,0.696,0.5429999999999999,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,246880.0,4.0,78.0,2016.0,0,1,0,2,2,6,3,5
157.0,26739.0,0.843,0.546,-6.376,0.0678,0.0535,0.0,0.203,0.718,126.098,162759.0,4.0,63.0,2021.0,0,1,0,2,1,4,4,4
197.0,18158.0,0.594,0.6629999999999999,-7.587999999999999,0.0292,0.00512,0.12300000000000001,0.162,0.8059999999999999,111.12299999999999,182607.0,4.0,55.0,2014.0,0,2,0,2,1,4,4,4
199.0,40129.0,0.509,0.929,-4.997,0.0474,0.000148,0.107,0.0461,0.556,91.04299999999999,209427.0,4.0,44.0,2003.0,0,2,3,3,1,4,5,8
197.0,20022.0,0.611,0.868,-3.995,0.0645,0.0146,0.0,0.122,0.48,135.947,229412.0,4.0,65.0,2019.0,0,1,0,2,1,4,5,8
197.0,17788.0,0.542,0.528,-8.113,0.243,0.0108,0.0,0.11699999999999999,0.253,190.42,228640.0,4.0,12.0,2021.0,0,2,3,3,3,1,0,2
190.0,19197.0,0.7759999999999999,0.503,-5.732,0.237,0.8740000000000001,0.0,0.11199999999999999,0.473,110.134,210285.0,4.0,81.0,2017.0,1,0,1,1,4,0,7,1
190.0,36547.0,0.599,0.774,-4.013999999999999,0.0541,0.0223,0.0,0.0669,0.696,129.819,223123.0,4.0,73.0,2018.0,0,1,0,2,1,4,4,4
198.0,128117.0,0.8859999999999999,0.629,-4.404,0.306,0.051,7.66e-06,0.121,0.48700000000000004,158.002,182491.0,4.0,62.0,2016.0,0,1,0,2,2,5,2,6
186.0,20037.0,0.552,0.731,-6.8729999999999976,0.615,0.0536,0.0,0.258,0.632,174.516,248613.0,4.0,64.0,2017.0,0,1,0,2,1,4,4,4
190.0,19641.0,0.722,0.821,-4.167,0.172,0.337,2.12e-05,0.15,0.659,73.015,245229.0,4.0,60.0,2017.0,0,1,0,2,1,4,4,4
196.0,36217.0,0.872,0.434,-11.737,0.733,0.0663,0.0,0.096,0.292,82.97399999999998,121522.0,4.0,64.0,2019.0,0,1,0,2,2,6,3,5
188.0,18941.0,0.575,0.664,-5.303,0.0481,0.637,0.0,0.11599999999999999,0.4370000000000001,129.07,241693.0,4.0,67.0,2014.0,1,0,1,1,4,0,7,1
198.0,20409.0,0.575,0.7340000000000001,-4.949,0.057,0.0757,0.0,0.24100000000000002,0.494,83.986,179827.0,4.0,70.0,2016.0,0,1,0,2,1,4,4,4
179.0,22157.0,0.7090000000000001,0.5489999999999999,-10.805,0.613,0.0339,0.121,0.128,0.662,98.45700000000001,167867.0,4.0,35.0,1995.0,0,2,0,3,1,4,4,4
59.0,48658.0,0.6579999999999999,0.6779999999999999,-4.407,0.057999999999999996,0.303,0.0,0.361,0.662,97.976,199111.0,4.0,37.0,2017.0,0,2,2,4,0,3,6,3
160.0,164503.0,0.718,0.679,-5.899,0.0706,0.0019100000000000002,0.0104,0.385,0.205,157.97,173347.0,4.0,59.0,2016.0,0,1,2,2,2,5,2,6
196.0,23142.0,0.4320000000000001,0.625,-6.773,0.201,0.298,1.34e-05,0.156,0.43799999999999994,74.815,164522.0,3.0,0.0,2021.0,0,2,3,3,3,1,0,2
149.0,43180.0,0.742,0.728,-6.626,0.0315,0.00962,3.73e-05,0.134,0.6970000000000001,96.01,226373.0,4.0,58.0,2011.0,0,1,0,2,1,4,4,4
47.0,58848.0,0.8170000000000001,0.816,-5.402,0.26899999999999996,0.00263,0.0,0.159,0.508,181.982,190288.0,4.0,71.0,2018.0,0,1,2,4,0,3,6,3
197.0,17744.0,0.536,0.721,-6.44,0.386,0.062,0.0,0.8240000000000001,0.39299999999999996,117.139,191942.0,4.0,68.0,2016.0,0,1,0,2,1,4,5,4
189.0,22921.0,0.6920000000000001,0.521,-8.465,0.33,0.301,0.0,0.0565,0.46299999999999997,100.45,292987.0,4.0,28.0,2018.0,0,2,3,3,3,1,0,2
197.0,20943.0,0.748,0.705,-4.547,0.485,0.204,0.0,0.24600000000000002,0.483,189.891,208733.0,4.0,70.0,2017.0,0,1,0,2,2,6,3,4
86.0,36793.0,0.8140000000000001,0.743,-2.968,0.159,0.152,0.0,0.163,0.3670000000000001,107.99600000000001,214587.0,4.0,70.0,2017.0,0,1,2,4,0,3,6,3
150.0,18915.0,0.525,0.5329999999999999,-7.419,0.0289,0.2,0.0,0.198,0.268,149.923,225707.0,4.0,42.0,1993.0,0,1,0,2,2,6,5,8
193.0,35637.0,0.647,0.585,-6.1229999999999976,0.0512,0.00314,0.0,0.165,0.353,131.934,215672.0,4.0,71.0,2013.0,0,1,0,2,2,6,3,5
71.0,77927.0,0.6990000000000001,0.547,-5.716,0.0636,0.17300000000000001,0.0,0.0969,0.705,105.93700000000001,189057.0,4.0,5.0,2020.0,0,2,3,3,3,1,0,0
188.0,33605.0,0.6509999999999999,0.55,-8.215,0.0496,0.0403,0.0,0.165,0.11900000000000001,107.56700000000001,252640.0,4.0,60.0,2015.0,0,1,0,2,2,6,3,5
189.0,167538.0,0.547,0.759,-7.039,0.413,0.354,2.15e-05,0.6759999999999999,0.575,91.85,225347.0,4.0,62.0,2017.0,0,1,2,2,1,5,2,6
192.0,22254.0,0.743,0.5710000000000001,-6.053999999999999,0.145,0.24,0.0,0.29100000000000004,0.495,119.054,213863.0,4.0,72.0,2016.0,0,1,0,2,2,6,3,5
190.0,188913.0,0.569,0.77,-7.183,0.0539,0.0163,0.0,0.10300000000000001,0.858,170.012,187000.0,4.0,0.0,2020.0,0,2,3,3,3,1,0,0
198.0,166716.0,0.34600000000000003,0.769,-7.224,0.109,0.00829,0.0,0.0815,0.163,150.589,250267.0,4.0,69.0,2017.0,0,1,0,2,2,5,2,6
182.0,20239.0,0.49,0.8909999999999999,-3.1010000000000004,0.0646,0.00758,0.0,0.162,0.306,126.223,183026.0,4.0,0.0,2018.0,0,2,3,3,3,1,0,2
171.0,222020.0,0.762,0.705,-5.195,0.16399999999999998,0.0906,0.0,0.17,0.264,122.955,142893.0,4.0,67.0,2018.0,0,1,2,2,2,5,2,6
190.0,22187.0,0.6459999999999999,0.64,-6.522,0.0424,0.0348,0.0,0.10800000000000001,0.882,134.03,216041.0,4.0,71.0,2017.0,0,1,0,2,1,4,4,4
197.0,37290.0,0.778,0.9590000000000001,-4.29,0.1,0.000334,0.561,0.299,0.9620000000000001,140.02700000000002,202286.0,3.0,0.0,2017.0,0,2,3,3,3,1,0,0
51.0,54127.0,0.797,0.731,-4.4430000000000005,0.0479,0.22899999999999998,0.0,0.22399999999999998,0.623,146.93,228387.0,4.0,66.0,2018.0,0,1,2,4,0,3,6,3
191.0,21769.0,0.818,0.654,-8.818999999999997,0.0301,0.0124,4.3e-05,0.11699999999999999,0.961,124.985,239305.0,4.0,0.0,2018.0,0,2,3,3,3,1,0,0
196.0,16863.0,0.6829999999999999,0.805,-10.270999999999999,0.0348,0.0238,0.18899999999999997,0.0502,0.938,138.349,172213.0,4.0,23.0,1985.0,0,2,3,3,3,1,0,0
179.0,175992.0,0.835,0.626,-5.8329999999999975,0.125,0.0589,5.9999999999999995e-05,0.396,0.35,91.03,217925.0,4.0,78.0,2018.0,0,1,2,2,2,5,2,6
49.0,55739.0,0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,0.193,140.958,190557.0,4.0,80.0,2018.0,0,1,2,4,0,3,6,3
197.0,184519.0,0.634,0.6679999999999999,-5.4879999999999995,0.0291,0.14,0.0,0.21600000000000005,0.635,80.98899999999998,224627.0,4.0,64.0,2018.0,0,1,2,2,1,5,2,6
163.0,44422.0,0.6609999999999999,0.8,-9.244,0.0359,0.0897,0.000152,0.0535,0.879,119.15899999999999,301907.0,4.0,26.0,1987.0,0,2,3,3,3,1,0,0
195.0,16437.0,0.713,0.526,-5.046,0.032,0.0076700000000000015,0.000148,0.124,0.131,131.05,262693.0,4.0,76.0,2015.0,0,1,0,2,2,6,3,5
185.0,22958.0,0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,237507.0,4.0,59.0,2016.0,1,0,1,1,4,0,7,1
196.0,16093.0,0.415,0.867,-5.497000000000001,0.0387,5.6899999999999994e-05,0.000192,0.0883,0.36,157.90200000000004,249987.0,4.0,57.0,2009.0,0,1,0,2,2,4,5,8
189.0,19800.0,0.843,0.359,-7.4170000000000025,0.461,0.069,0.0,0.12,0.156,81.98700000000002,163944.0,4.0,70.0,2016.0,0,1,0,2,2,6,3,5
114.0,62103.0,0.33299999999999996,0.8590000000000001,-2.286,0.14800000000000002,0.0185,0.0,0.22,0.125,86.882,332530.0,4.0,48.0,2009.0,0,1,0,2,2,6,5,8
190.0,21105.0,0.45399999999999996,0.893,-5.431,0.0394,0.0121,0.0,0.10300000000000001,0.32899999999999996,124.429,258360.0,4.0,38.0,1998.0,0,2,3,3,3,4,5,8
189.0,131641.0,0.779,0.455,-15.025,0.28,0.0542,0.0,0.177,0.19699999999999998,140.181,153429.0,4.0,60.0,2016.0,0,1,0,2,2,5,2,6
58.0,93147.0,0.507,0.988,-3.877,0.133,0.0658,0.006,0.33299999999999996,0.48200000000000004,100.74700000000001,268200.0,4.0,26.0,1990.0,0,2,2,4,0,3,6,3
138.0,54926.0,0.723,0.303,-14.889000000000001,0.0473,0.7879999999999999,0.00704,0.0713,0.628,87.07799999999996,247400.0,4.0,38.0,1996.0,1,0,1,1,4,0,7,1
190.0,22514.0,0.5660000000000001,0.341,-16.846,0.0723,0.36200000000000004,3.39e-05,0.11800000000000001,0.67,85.334,221533.0,4.0,20.0,1981.0,1,2,3,3,3,1,0,2
194.0,20057.0,0.622,0.5710000000000001,-5.337999999999999,0.0493,0.0458,0.0,0.122,0.635,81.059,225013.0,4.0,55.0,2016.0,0,1,0,2,1,4,4,4
55.0,51474.0,0.866,0.648,-3.675,0.0543,0.009000000000000001,0.0,0.0967,0.0798,150.058,140793.0,4.0,65.0,2017.0,0,1,2,4,0,3,6,3
91.0,36880.0,0.635,0.42200000000000004,-14.265,0.0297,0.306,0.9520000000000001,0.146,0.155,125.715,265259.0,4.0,0.0,2021.0,1,2,3,0,5,2,1,7
199.0,19340.0,0.48700000000000004,0.7290000000000001,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,350120.0,4.0,64.0,2012.0,0,1,0,2,2,6,5,5
199.0,21544.0,0.659,0.295,-8.527999999999999,0.0322,0.426,6.95e-05,0.0795,0.36,74.03699999999998,277297.0,4.0,61.0,2016.0,1,0,1,1,4,0,3,5
183.0,20345.0,0.524,0.364,-10.209,0.0367,0.8079999999999999,0.0,0.1,0.436,75.24,209831.0,4.0,78.0,2017.0,1,0,1,1,4,0,7,1
